类型|留言标题|留言内容|留言时间|答复内容|答复部门|答复时间|主题分类|行政区域
建议|建议594路调整|建议594路调整，末站调整到地铁望京西站，保证间隔。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议632路加站|建议632路加站，石板房。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交站位的设置是经过有关部门批准，并考虑了当地路况、交通状况等诸多原因及设站标准，且确实符合大多数百姓出行需要，经过深入细致的调查研究之后，再经交管局等相关部门审批同意后实施的。您的建议目前不能采纳，但将作为我们今后工作的参考。目前乘客可以选择在石板房站乘坐693路和398和355路乘车出行或通过换乘实现出行目的。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议577路调整|建议577路调整，末站改到五道口公交场站，缩小间隔。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议825路优化调整，增加部分站位，同时撤销专26路|建议北京公交825路，取消地铁公益西桥站终点，并双方向延长至海上海花园小区公交场站，增设：马家堡路、西马小区、西马厂、海上海花园小区站，共计4站。其余不变。同时撤销专26路|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实：825路途经地铁旧宫站、旧宫东口、宣颐家园、成和园小区、榴乡桥南、大红门桥等地，且为该地区开往地铁公益西桥方向独有路由，此范围内无其他线路可以代替；如取消地铁公益西桥站，将会影响日均约800人次左右的乘客出行需求，给乘客出行带来不便。另外，专26路将根据角门南路、角门路等道路施工竣工情况，适当进行走向优化调整，保留海上海花园小区走向，暂不撤销该线路。因此，您的建议目前不能采纳，但将作为今后我们工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议812路截线|建议812路截线，末站改到通州北苑，撤出八王坟。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，812路末站八王坟西，疫情前八王坟西站日均客流量约6000人次，如末站调整到通州北苑，将给该站位乘客出行带来不便，因此，您的建议目前不能采纳。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议专5路、专7路、专11路、专31路、专142路、专141路整合调整|上述线路客流低效，开线的意义值得怀疑，没有太多乘客，且线路开通的走向也不吸引乘客，微循环意义不凸显，建议调整和其他线路整合或延长。以便增加客流效益。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，我们调取5月18--22日客流数据显示专11路每日平均载客刷卡人次为745人次，每日平均通过量为1765.4人次。因该路属于微循环线路，主要运送翠谷御景苑及周边小区居民快速到达地铁的线路。专11路假日全日客运量800人左右，满载率在35%左右，依据目前的客流情况来看可以满足客流需求。另外，公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议993路调整|建议993路调整，末站改到西红门公交场站。保证间隔稳定。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实：993线路为圈点线路，首末站：窦店汽车站-地铁西红门站。根据乘客的建议，我公司实地调研，地铁西红门场站现停放多条线路，没有条件停放其他线路车辆。因此，您的建议目前不能采纳，我们会叮嘱调度员随时关注GPS，利用智能调度系统，关注驾驶员动态，规范进站，准点发车，方便乘客出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议842路调整|建议842路调整，撤出亿发工业园区，改到丽园路公交场站。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，842路于2020年5月26日首车起，调整为x102路号，因亿发工业园区公交场站腾退，不再具备运营保障条件，调整线路至丽园路公交场站。原首末站:西胡林－亿发工业园区；调整后首末站：西胡林－丽园路公交场站。撤销站位：东方时尚驾校南门、东方时尚驾校北门、亿发工业园区。营业时间：首站：西胡林4:45-18:50；末站：丽园路公交场站6:50-21:00。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议调整101.102路|目前56.101.102.103路有大段重复。建议101.112合并，并截线西四门，102.70合并，并截线西四，并将103路增设配车。解决101.103沙滩-甘家口重复路段，解决102,103动物园-西四重复路段，保留103路作为骨干。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，朝阜路一线56路、101路、102路、103路等线路存在部分重复路段，但每条线路远端走向差异较大，沿线客流集散点密集，缩短至西四将对现有客流造成巨大影响。我们将严谨制定线路调整方案并适时进行优化调整，减少重复低效线路走向。因此，您的建议目前不能采纳，但将作为今后我们工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议撤销968路|京开高速上968与631快车大度重复，且高峰时段968的客流远远少于631快，所以建议撤销968路，然后给631快车增设配车。|2020-05-21|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，968路首末站海子角-北京西站南广场站，该路为北京西站南广场站圈点线路，线路长度28公里，疫情期间单程运行时间最高70分钟，最低53分钟。早晚高峰最大发车间隔5-10分钟，低峰发车间隔12-20分钟。968线路主要承担大兴区域至西三环附近区域的乘客出行，线路上与631路有部分重复，经调取IC卡数据，968路有稳定且增长的客流量，撤销线路后，将会造成乘客出行不便。另外，631快为凸显早晚高峰客流线路，但运速相对968快很多，我们会持续关注客流量变化，如有需求及时调整631快组数配备。鉴于上述原因，您的建议目前不能采纳，但将作为今后我们工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议593路改行北湖渠路红军营南路|建议593路改行北湖渠路，北苑小街，红军营南路，减少与617路重复路段。丰富走向，首末站：环形铁道-北苑，同时方便红军营南路沿线接驳地铁。撤销辛店路，利泽西街西口，新新家园站，增设黄草湾北，顾家庄桥南，顾家庄桥北，北苑村，北苑村北站，赢秋苑，北卫新园，红军营南路西口。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议专6路适当延长|尊敬的电客分公司领导：您好！我是原来乘坐3年的专6路乘客，专6路的线路性质为打通最后一公里的线路性质，首站阜成门，末站西直门，经过北京市西城外国语学校初中部、人民医院等地，从专6路开线至今，阜成门站、阜外医院西门站、车公庄南街站、车公庄北街站、西直门外南路站、西直门（北行）站均有固定乘客上下车，且线路路由走向符合乘客需求，但线路客流量7：00班次等班次人较多，其余班次人较少或空车运行，建议专6路适当延长，例如不以阜成门为终点站，改为阜成门内为终点站并保留专6路原阜成门站位，或适当向南延长，例如延长至月坛地区或白云路地区，希望能够对专6路调整进行调研并实施方案，保留在固定站点上下客的站位，并适当调整线路路由和配车，现专6路客流仅在每日7点以及下午班次人多，所以建议更换为BJ6680EVCA型车辆或其他符合该线路潮汐客流的车辆，希望也对这方面进行研讨，谢谢！|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议北京公交为即将复学的学生制定“定制公交线路”|建议北京公交集团为学生制定和开通定制公交线路。保障学生健康以及为师生提供便利。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：目前北京公交集团已有定制公交服务，有需求的个人、团体可登陆定制公交微信小程序了解、预定相关服务。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-21|公共交通线路|NaN
建议|建议438路截线|建议438路截线，撤销南段，仅保留北段，永丰到西苑，南段有375路替代。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经调查，目前438路客流较为稳定，且贯穿16号线及4号线部分路段，如轨道交通出现状况可实时支援，如撤销南段不但会对目前客流产生极大影响，在地铁发生故障时还无法支援轨道交通运送乘客。因此，您的建议目前不能采纳，但将作为今后我们工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议整合421、985路|建议整合421、985路，两条线路从甜水园到望京几乎完全重复。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实：985路仅与421路部分站位重合。985路途经小红门牌坊村、首都图书馆、北京工业大学、八王坟南、甜水园北里等地，且为该地区开往地铁望京西站方向独有路由，此范围内无其他线路可以代替；如整合该线路，将会影响日均约2500人次左右的乘客出行需求，给乘客出行带来不便。因此，您的建议目前无法采纳，但将作为今后我们工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议420路撤销|建议420路撤销，现在76路已经基本完全覆盖420路的线路。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，现在420路客流稳定，如果突然调整会对现有乘客造成影响，给乘客出行带来不便。另外，公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议76路加站|建议76路加站，莲花桥，谢谢！|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交站位的设置是经过有关部门批准，并考虑了当地路况、交通状况等诸多原因及设站标准，且确实符合大多数百姓出行需要，经过深入细致的调查研究之后，再经交管局等相关部门审批同意后实施的。您的建议目前不能采纳，但将作为我们今后工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议1路加站|建议1路加站，八王坟东，日坛路，王府井，谢谢！|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，1路沿途西行有八王坟西、日坛路、东单路口西公交站，方便乘客出行，遇乘客前往王府井便可从东单路口西下车。因此，您的建议目前不能采纳，给您的出行带来不便，请谅解。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议专92路微调加站|公交集团第三分公司的工作人员好，专92路微循环线路开通后切实方便了篱笆房地区居民出行，先后延时全天，得到了众多居民认可。此车在京良路跨铁路桥下掉头，迂回向东行驶有些浪费，而且道路狭窄。因此建议专92路开往地铁篱笆房站方向由京良路辅路拐向南，单向绕行长兴西街、公园北路和长兴大街，增设“长兴西街南口”、“长阳公园北站”、“长兴大街南口”“芭蕾雨悦都小区”后仍行至地铁篱笆房站，回程不变。这样能够方便公园北路周边小区出行，解决长兴西街和长阳公园北路有路无车问题。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议调整海淀田村路口东西方向绿灯时长|目前，海淀区田村路东西方向车流量大，公交车也多，绿灯时长短，造成拥堵。建议增加田村路东西方向绿灯时长，与南北方向保持一致，减少拥堵。|2020-05-20|您好:您的邮件已收悉，首先，非常感谢您对首都交通管理工作的关心和支持，现就您提出的问题答复如下：关于您反映“田村路信号灯配时不合理”的意见，经调查，该路段信号灯配时是根据交通流量设置的。针对您的意见，我们对田村路各路口渠化上车流量进行调研，并根据车流量的变化对路段信号灯配时进行适当的调整工作。如果您还有其它问题，可直接拨打电话68399674与我们联系，联系人徐警官。感谢您对首都交通管理工作的支持。|公交集团公司,市公安局公安交通管理局|2020-05-29|交通设施|NaN
建议|关于302路入驻星火枢纽站的建议|京沈客专星火站即将落成，星火枢纽站也即将开通，建议302路在星火枢纽站建成后延长到星火枢纽站，在3号线东段开通之前疏散星火枢纽站进城的客流|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：线路调整工作要经过交通主管部门的批准，同时要具备一定的条件，还要考虑诸多因素，乘客的意见将作为我们今后工作的参考，我们会根据乘客的意见、具备的条件和路网的规划做好线网工作。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议整合116、684路|建议整合116、684路，大段线路重复，从法华寺到和平里，还有110路也有一定复线率。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，天坛东门至雍和宫一线104路、106路、108路、110路、111路、116路、128路等线路存在部分重复路段，但每条线路远端走向差异较大，东单大街沿线客流集散点密集，我们将根据北京市公交干线走廊具体实施方案，严谨制定线路调整方案并适时进行优化调整，减少重复低效线路走向，满足乘客出行需求。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议整合104、108路|建议整合104、108路，崇文门到安定门一段完全重合。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，受王府井步行街北延工程影响，104路于2019年10月进行走向调整，调整后与108路等线路存在较长重复路段，我们将根据北京市公交干线走廊具体实施方案，适时进行线路优化调整，减少重复低效线路走向。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议941快路重新分配线路号|建议941快路重新分配线路号，与其他线路独立。|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交集团公司对公交运营车的线路号有统一安排，而且规范路号也涉及相关单位和部门的审批。感谢您对公交线网优化提出的宝贵建议，我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|新开或调整公交走向|能否新开或修改一条公交，能够满足南口-陈庄-旧县-邓庄沿线居民快速直接到达昌平北站进一步方便沿线居民，上班族乘坐市郊铁路怀柔-密云线，同时能破弥补昌平西关环岛以西地区去往西关路（昌平西关环岛东和建明里小区，西环北路等公交车站）无车问题（昌字头小公共几乎没有一样，根本等不到车），现有线路均不能到达，现在要想去这些车站只能655/357/376/870/883到达昌平西关后换乘314路，但下车后还需步行呀，没有发挥公交解决最后一公里，并且314路为定点发车线路间隔居然要30分钟呢，而且末班车太早，希望公交集团能够积极调整，以方便居民出行。市郊铁路怀密线马上要延长至北京北站，延长后客流将大幅增加，并且如果公交集团接驳到位还将极大缓解地铁昌平线的客流压力甚至对沙河地区人流量大做出贡献，建议可以新开和调整线路能按照市郊铁路车次适时开行，即可以缓解公交客流和收益，更能方便百姓出行。如果由客一分公司开通可以选择昌平北站、丈头村驻车，走向为：丈头村-南口农场南站-南口农场-南口李庄东站-南口李庄北站-温南路口南-南口西站-南口-南口东站-南口东街-南口路口南-红泥沟-陈庄-旧县-邓庄-昌平西关环岛西-昌平西关环岛东-建明里小区-西环北路-昌平北站(后期如果昌平站客流较大可延长至昌平站站前广场）也可以调整655路，土楼村至昌平西关环岛西走向不变后面走向同现314路即可如果由客八分公司开通可以在南口西站、朝凤庵村/昌平何营驻车，走向为：南口西站-南口-南口东站-南口东街-南口路口南-红泥沟-陈庄-旧县-邓庄-昌平西关环岛西-昌平西关环岛东-建明里小区-西环北路-昌平北站-东环北路北口-东环北路-燕平家园-中国政法大学-昌平东关-昌平东关路口北（昌平东关路口东）-前锋学校（北邵洼）-朝凤庵村（昌平何营）命名为：C121路 ，后期可以选择性延长到昌平站（昌平站站前广场驻车）如果能有这条线路能缓解南口G6辅路沿线去往昌平北环无车问题，客流应该还不错（之前有不少人提过想开这条），希望集团认真考虑考虑|2020-05-20|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实：您所反映的昌平北站，有345慢车、559路、314路、昌51、昌52、昌33、昌57等多条线路均可换乘至昌平北站，乘客可以通过换乘到达目的地。另外，线路新开、调整工作要经过交通主管部门的批准，同时要具备一定的条件，还要考虑诸多因素。因此，您的建议目前无法采纳，但将作为我们今后工作的参考，我们会根据乘客的意见、具备的条件和路网的规划做好线网工作。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议668路公交车保留13.7米公交车|尊敬的北京公交集团领导，您好。在得知集团要将二环内公交车全部新能源客车，再次向集团建议:1.668路公交车保留现有10辆13.7米天然气公交车，用于运营京东运乔建材城到大北窑的线路区间，668路的主要客流是来自北苑南路以及玉桥地区和杨庄地区前往CBD的上班人群。早晚高峰非常拥挤，此前全部使用12米纯电动单机客车时，车内十分拥挤。如果这10辆天然气客车在京东运乔建材城到大北窑这段区间运营的话，有效缓解拥挤，且满足疫情期间政府对于公交车的满载要求。2.建议668路更换BJ6140SHEVCA-1型客车，此型客车与668路现有使用的10辆天然气客车载客能力相近。希望集团领导考虑此建议。|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，668目前在册车内含10部13.7米LNG天然气公交车，暂时维持车辆现状。现使用电车车型为GTQ6121BEVBT3和GTQ6121BEVBT21，目前运营情况良好，暂不调换车型。公交集团更换车辆,首先考虑现有车辆的使用,各条线路的客流需求，来配置车辆。其次车辆的更换需要根据车辆资源、客流量等进行车辆更换。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|润星家园附近公交线路太单一，望丰富该地区线路走向。|存在问题: 该地区线路偏少，常规线路除622路邻近终点成和园小区，剩余只可坐专62路去宋家庄站，没有多余路线可供选择，另外好不容易还有一个825路，白天若想乘坐，居然还要受早晚高峰运营限制，而面临无法乘坐的尴尬局面，其余如果再想乘坐其他线路就没有了。对于该地区的市民来讲，附近虽有其他线路支持，例如524，680路等等，但均算不上方便润星家园市民，且要乘坐其他线路，都要徒步走上一段距离，况且吉百利路仍然也是多年没有新开任何新线。所以恳求将其他线路调整到“润星家园”附近。感激不尽。|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议专9路延长至德贤路|听闻740内环即将撤销德贤路，庑殿桥附近，而如果撤了德贤路，庑殿桥，榴乡桥固定客流没有替代线路，出于为乘客着想，建议保留专9路目前运营各站不变的情况下，延长至德贤路，双方向增设“大红门东桥西，大红门东桥，榴乡桥南，庑殿桥南，德贤路北站，德贤路”。其余均不变。望采纳。该建议恳请公交集团实地踏勘并采纳，也是为乘客出行需求落实到位，同时也是提高专9路客流效益|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，目前740路内环未接到任何关于线路调整的通知。公交线路的调整与撤消都会在北京公交集团官网进行公布。另外，公交运营线路的开通或调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持（如：站位设置要考虑道路情况、车辆停靠情况、乘客乘车是否安全以及公交公司对站位设置的相关规定等综合情况），并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-21|公共交通线路|NaN
建议|104路，108路，124路，301路，建议优化调整重复线路|104路，108路，124路，301路等等线路均存在不同程度的重复路线，且蒋宅口，宽街，北兵马司等地区经常拥堵，且重复路段的线路涉及较多，因此建议考虑将部分线路进行整改，例如采取整合合并线路，合理调配运营时间等方案，为乘客出行实现最大利益化考虑。|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，安定门外大街至安立路一线108路、124路、301路、快速公交3线等线路存在较长重复路段，我们将根据北京市公交干线走廊具体实施方案，适时进行线路优化调整，减少重复低效线路走向。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|116路，106路，684路重复，建议优化|106路，116路以及684路从北新桥到崇文门都是重复路段，且东四，米市大街等地区经常受协和医院附近周边道路车多的情况拥堵，加之南北双方向马路不宽等外围因素，导致车辆周转较慢，故而建议优化整合东四地区重复线路。|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，东单大街一线104路、106路、108路、110路、111路、116路、128路等线路存在部分重复路段，但每条线路远端走向差异较大，东单大街沿线客流集散点密集，我们将根据北京市公交干线走廊具体实施方案，严谨制定线路调整方案并适时进行优化调整，减少重复低效线路走向，满足乘客出行需求。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议341路926路进行归并|341路，926路走向大致重复，建议进行归并。|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实：926路与341路仅部分站位重合。926路途经采育公交场站至青云店东站路段，为开往地铁旧宫站方向独有路由，此范围内无其他线路可以代替，如整合线路，将会影响日均约2100人次左右的乘客出行需求，给乘客出行带来不便。因此，您的建议目前不能采纳，但将作为今后我们工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议491路加站|建议491路加站，红民村，|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：线路调整站位工作要经过交通主管部门的批准，同时要具备一定的条件，还要考虑诸多因素，乘客的建议将作为我们今后工作的参考，我们会根据乘客的意见、具备的条件和路网的规划做好线网工作。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-22|公共交通线路|NaN
建议|建议691路加站|建议691路，加站，月坛体育场|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：我们会对该地区客流需求进行调查，如符合设站条件，待线网统筹规划时，我们会制定和上报方案，积极配合工作，尽力满足乘客出行需求，给您的出行带来不便，请谅解。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|建议423路加站|建议 423路加站，核桃园。|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，核桃园站距离423路北线阁站约200米，如423路增加此站位，会造成公交车辆频繁进出站，道路拥堵，我们暂不建议423路增加核桃园站。给您的出行带来不便，请乘客给予谅解和支持。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-26|公共交通线路|NaN
建议|北京公交不换车|如今，你们北京公交截团跑了12年的亚双（亚星双层车）已经退役了……但京双（京华双层车）什么情况？也12年了！还是300快的主力车型！有毒吧？有关消息说：你们要把京双和安二双（安凯二轴双层车）一起搞退役！安二双车况还很好！而且它的设计别有一番风味！139的全部车都是安二双！况且安二双车龄才10年！它还不老！至少还可以再跑两年！你们要让它退役至少先再造出和它一样好的车吧？（现在你们的这些造车厂家还造得出它那样的双轴，后门单开门且在最后，上层有两条过道，三个椅子一排的车吗？）所以，强烈建议让安二双再跑至少两年！撑到冬奥结束！|2020-05-19|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，目前300路快使用部分为2008年的BK6126S1型柴油车。按照《北京市市级国有地面公交企业公益性固定资产管理暂行办法》的规定，公交车报废更新年限为“十年”，2008年的车型已列入淘汰更新计划，新车正在生产制造，受疫情的影响，车辆交付使用稍微滞后。新车到后及时进行车辆分配与替换。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-05-20|硬件设施|NaN
建议|关于加强道路行驶的管理|你好，我每天从北四环由西直门北大街开车到西二环的单位上班，这条路是我们这边注明的堵点，但是很多拥堵其实是因为随意并线导致的。特别是文慧桥由北向南红绿灯处，实线加塞的特别多并且不打转向灯，根据交法对实线并线和不打灯的都有扣分处罚，建议交警可以严打此种行为。可能是之前疫情导致的路况通畅给大家养成了随意并线的恶习，只有你们出重拳才能整治。另外有一点感触，感觉最近北京的交通状况整体逐渐变好，我想这个应该归功于交管部门，现在面临两会，而且没有机动车尾号限行，但是北京的交通整体还是不错的，我猜测和你们的人员调度，路口执勤，交通灯设置有不可分割的关系。日本和香港都是车辆密度大于北京的地方，但是拥堵指数低于北京，建议咱们再接再厉，科学管理好道路，严格执法管理好开车行为，让北京道路不限行且通畅。谢谢！|2020-05-19|您好：您的来信已收悉。具体回复内容如下：我局将抓住群众反映强烈、舆情反映突出的主要点位，依托我局“一日一清整”工作机制，强化对突出违法乱点的集中打击、波次整治，进一步固化执法管控效果，切实提高执法震慑性。感谢您对首都交管工作的理解与支持！|市公安局公安交通管理局|2020-05-26|交通管制|NaN
